age,education.num,occupation,sex,income
41,11,Adm-clerical,Female,<=50K
29,9,Craft-repair,Male,<=50K
70,10,?,Male,>50K
46,13,Exec-managerial,Female,<=50K
47,10,Adm-clerical,Female,<=50K
56,10,Adm-clerical,Female,<=50K
47,7,Adm-clerical,Female,<=50K
42,9,Exec-managerial,Male,<=50K
22,10,Machine-op-inspct,Male,<=50K
42,3,Other-service,Male,<=50K
42,10,Exec-managerial,Female,<=50K
46,9,Exec-managerial,Female,<=50K
55,9,Exec-managerial,Male,<=50K
57,13,Protective-serv,Male,>50K
25,8,Craft-repair,Male,<=50K
43,9,Transport-moving,Male,<=50K
34,13,Farming-fishing,Male,<=50K
27,13,Prof-specialty,Female,<=50K
37,10,Exec-managerial,Female,<=50K
48,10,Sales,Male,<=50K
38,9,Other-service,Male,<=50K
37,9,Adm-clerical,Female,<=50K
45,9,Craft-repair,Male,<=50K
56,9,Sales,Male,>50K
64,9,Machine-op-inspct,Male,<=50K
35,10,Adm-clerical,Female,<=50K
23,9,Sales,Male,<=50K
42,9,Protective-serv,Male,<=50K
23,10,Handlers-cleaners,Male,<=50K
26,10,?,Male,<=50K
56,9,Transport-moving,Male,>50K
21,10,Handlers-cleaners,Male,<=50K
29,9,Craft-repair,Male,<=50K
32,10,Farming-fishing,Male,<=50K
72,5,Other-service,Female,<=50K
19,10,Adm-clerical,Male,<=50K
25,13,Craft-repair,Male,<=50K
58,13,Exec-managerial,Female,<=50K
24,13,Tech-support,Male,<=50K
41,11,Tech-support,Female,>50K
40,6,Exec-managerial,Male,>50K
37,9,Other-service,Male,<=50K
25,12,Adm-clerical,Female,<=50K
43,13,Sales,Female,>50K
36,9,Craft-repair,Male,<=50K
41,9,Machine-op-inspct,Male,<=50K
31,13,Prof-specialty,Female,<=50K
22,9,Exec-managerial,Female,<=50K
36,11,Craft-repair,Male,<=50K
42,6,Machine-op-inspct,Male,<=50K
29,9,Craft-repair,Male,<=50K
25,9,Adm-clerical,Female,<=50K
23,13,Exec-managerial,Male,<=50K
34,9,Sales,Female,<=50K
33,10,Prof-specialty,Male,<=50K
38,13,Exec-managerial,Female,<=50K
21,10,Machine-op-inspct,Male,<=50K
39,11,Craft-repair,Male,<=50K
50,13,Exec-managerial,Male,>50K
32,10,Adm-clerical,Male,<=50K
40,9,Exec-managerial,Male,>50K
20,9,Adm-clerical,Female,<=50K
56,13,Adm-clerical,Male,<=50K
30,13,Protective-serv,Male,<=50K
39,10,Exec-managerial,Female,<=50K
25,12,Prof-specialty,Male,>50K
33,9,Machine-op-inspct,Male,>50K
41,13,Prof-specialty,Male,<=50K
50,10,Craft-repair,Male,<=50K
44,10,Transport-moving,Male,<=50K
27,13,Exec-managerial,Male,<=50K
58,3,Machine-op-inspct,Male,<=50K
25,10,Tech-support,Male,<=50K
31,9,Machine-op-inspct,Female,<=50K
39,9,Exec-managerial,Male,>50K
55,11,Craft-repair,Male,>50K
22,11,Other-service,Female,<=50K
44,12,Exec-managerial,Male,<=50K
44,8,Transport-moving,Female,<=50K
61,4,Farming-fishing,Male,<=50K
32,11,Machine-op-inspct,Male,<=50K
35,13,Exec-managerial,Male,>50K
28,10,Craft-repair,Male,<=50K
57,13,Exec-managerial,Male,>50K
32,16,Prof-specialty,Male,>50K
46,4,Other-service,Female,<=50K
43,9,Craft-repair,Male,<=50K
62,9,Other-service,Female,<=50K
60,14,Prof-specialty,Male,>50K
67,9,Sales,Female,<=50K
19,9,Sales,Female,<=50K
55,9,?,Female,<=50K
48,6,Craft-repair,Male,>50K
19,9,Adm-clerical,Female,<=50K
19,10,Other-service,Female,<=50K
43,9,Exec-managerial,Female,<=50K
31,16,Prof-specialty,Female,<=50K
65,10,Exec-managerial,Female,<=50K
32,9,Machine-op-inspct,Female,<=50K
36,14,Prof-specialty,Male,>50K
41,9,Machine-op-inspct,Male,<=50K
72,6,?,Male,<=50K
27,10,Craft-repair,Male,<=50K
75,7,Exec-managerial,Male,<=50K
39,6,?,Female,<=50K
47,9,Farming-fishing,Male,<=50K
31,10,Prof-specialty,Male,<=50K
40,14,Exec-managerial,Female,>50K
48,9,Sales,Female,<=50K
36,13,Protective-serv,Male,<=50K
18,9,Other-service,Male,<=50K
33,9,Exec-managerial,Female,<=50K
34,14,Sales,Male,<=50K
39,12,Prof-specialty,Female,<=50K
20,9,Other-service,Male,<=50K
67,10,Adm-clerical,Female,<=50K
42,11,Adm-clerical,Female,<=50K
59,7,Machine-op-inspct,Male,<=50K
31,9,Protective-serv,Male,<=50K
47,10,Exec-managerial,Female,<=50K
68,4,Other-service,Male,<=50K
30,10,Handlers-cleaners,Male,<=50K
34,9,Handlers-cleaners,Male,<=50K
49,4,Machine-op-inspct,Male,<=50K
38,10,Craft-repair,Male,>50K
51,10,Sales,Male,>50K
24,13,Adm-clerical,Male,<=50K
24,13,Exec-managerial,Female,<=50K
21,3,Other-service,Male,<=50K
52,5,Other-service,Female,<=50K
48,9,Handlers-cleaners,Male,<=50K
20,10,Tech-support,Female,<=50K
31,9,Sales,Female,<=50K
30,10,Exec-managerial,Male,<=50K
30,9,Craft-repair,Male,<=50K
51,9,Handlers-cleaners,Female,<=50K
29,11,Exec-managerial,Female,<=50K
56,14,Sales,Male,<=50K
46,13,Tech-support,Female,<=50K
29,3,Other-service,Female,<=50K
48,9,Exec-managerial,Male,<=50K
34,9,Sales,Female,<=50K
42,11,Exec-managerial,Male,<=50K
25,9,Other-service,Female,<=50K
47,7,Other-service,Female,<=50K
23,9,Sales,Male,<=50K
43,11,Transport-moving,Male,<=50K
19,10,Other-service,Female,<=50K
22,9,Handlers-cleaners,Male,<=50K
40,13,Prof-specialty,Female,<=50K
41,11,Craft-repair,Male,<=50K
42,9,Adm-clerical,Male,<=50K
31,13,Adm-clerical,Male,<=50K
69,10,?,Male,<=50K
58,9,Farming-fishing,Male,<=50K
36,7,Other-service,Female,<=50K
31,9,Transport-moving,Male,<=50K
41,9,Adm-clerical,Female,<=50K
35,10,Craft-repair,Male,<=50K
62,4,?,Male,<=50K
28,13,Prof-specialty,Female,<=50K
27,8,Farming-fishing,Male,<=50K
17,7,Handlers-cleaners,Male,<=50K
35,9,Sales,Male,>50K
45,10,Other-service,Female,<=50K
44,13,Adm-clerical,Female,<=50K
27,11,Other-service,Female,<=50K
51,5,Craft-repair,Male,<=50K
49,9,Other-service,Female,<=50K
64,6,Prof-specialty,Male,>50K
54,4,Transport-moving,Male,<=50K
43,9,Craft-repair,Male,<=50K
32,9,Craft-repair,Male,<=50K
26,9,Sales,Male,>50K
37,13,Exec-managerial,Male,>50K
38,12,Adm-clerical,Female,<=50K
26,8,Craft-repair,Male,<=50K
42,9,Machine-op-inspct,Female,<=50K
66,9,Transport-moving,Female,<=50K
43,9,Adm-clerical,Female,<=50K
37,13,Prof-specialty,Male,>50K
37,6,Exec-managerial,Female,<=50K
25,10,Tech-support,Female,<=50K
29,13,Craft-repair,Male,>50K
63,9,?,Male,>50K
42,14,Prof-specialty,Male,<=50K
32,9,Craft-repair,Male,<=50K
42,10,Protective-serv,Male,>50K
41,9,Exec-managerial,Male,<=50K
65,9,Sales,Male,<=50K
32,10,Machine-op-inspct,Male,<=50K
32,9,Craft-repair,Male,<=50K
24,10,Craft-repair,Male,<=50K
51,9,Exec-managerial,Female,<=50K
67,6,?,Female,<=50K
28,7,Other-service,Female,<=50K
32,10,Exec-managerial,Male,>50K
77,15,Exec-managerial,Male,<=50K
47,9,Adm-clerical,Female,<=50K
26,9,Handlers-cleaners,Male,<=50K
20,10,Handlers-cleaners,Male,<=50K
57,10,Prof-specialty,Male,>50K
40,16,Prof-specialty,Male,<=50K
50,14,Sales,Male,>50K
19,4,Handlers-cleaners,Male,<=50K
54,8,Adm-clerical,Male,<=50K
51,10,Protective-serv,Male,>50K
51,13,Adm-clerical,Male,>50K
68,13,?,Male,<=50K
17,8,Sales,Female,<=50K
32,13,Exec-managerial,Male,<=50K
29,10,Craft-repair,Male,<=50K
42,10,Sales,Male,<=50K
40,9,Exec-managerial,Female,<=50K
27,10,Craft-repair,Male,<=50K
22,13,Prof-specialty,Female,<=50K
58,7,Other-service,Female,<=50K
61,13,Sales,Male,>50K
42,13,Craft-repair,Female,>50K
49,14,Protective-serv,Male,<=50K
41,13,Exec-managerial,Male,<=50K
43,9,Machine-op-inspct,Female,<=50K
46,13,Sales,Male,>50K
28,9,Transport-moving,Male,>50K
57,10,Adm-clerical,Male,<=50K
47,9,Other-service,Female,<=50K
79,9,Farming-fishing,Male,<=50K
40,9,Priv-house-serv,Female,<=50K
35,13,Prof-specialty,Male,<=50K
30,13,Other-service,Male,>50K
26,6,Farming-fishing,Male,<=50K
48,9,Craft-repair,Male,<=50K
22,10,Other-service,Male,<=50K
22,7,Other-service,Female,<=50K
50,6,Adm-clerical,Female,<=50K
47,9,Farming-fishing,Male,<=50K
36,9,Transport-moving,Male,<=50K
44,12,Craft-repair,Male,>50K
73,5,Other-service,Female,<=50K
24,9,?,Female,<=50K
34,13,Prof-specialty,Male,>50K
37,10,Craft-repair,Male,<=50K
28,8,?,Female,<=50K
46,10,Adm-clerical,Female,>50K
20,10,?,Female,<=50K
29,3,Farming-fishing,Male,<=50K
24,11,Craft-repair,Male,<=50K
29,10,Prof-specialty,Male,<=50K
18,8,Adm-clerical,Female,<=50K
41,13,Exec-managerial,Female,>50K
59,9,Craft-repair,Male,>50K
27,3,Farming-fishing,Male,<=50K
50,12,Craft-repair,Male,<=50K
25,2,Machine-op-inspct,Male,<=50K
42,13,Exec-managerial,Female,<=50K
36,10,Craft-repair,Male,<=50K
62,10,Adm-clerical,Male,>50K
71,11,Adm-clerical,Female,<=50K
38,13,Exec-managerial,Male,>50K
44,9,Adm-clerical,Female,<=50K
19,6,?,Male,<=50K
49,10,Farming-fishing,Male,<=50K
28,9,Exec-managerial,Male,<=50K
26,13,Sales,Female,<=50K
18,7,Handlers-cleaners,Male,<=50K
43,11,Craft-repair,Male,>50K
23,6,Craft-repair,Male,<=50K
21,10,Other-service,Female,<=50K
20,9,Farming-fishing,Male,<=50K
19,10,Sales,Female,<=50K
77,9,Adm-clerical,Female,<=50K
32,11,Tech-support,Male,<=50K
37,10,Transport-moving,Male,<=50K
29,9,Transport-moving,Male,<=50K
22,10,Craft-repair,Male,<=50K
30,13,?,Female,<=50K
31,9,Craft-repair,Male,>50K
59,9,Sales,Male,<=50K
29,10,Other-service,Female,>50K
56,9,Craft-repair,Male,>50K
19,10,Adm-clerical,Female,<=50K
37,9,Farming-fishing,Male,<=50K
58,14,Exec-managerial,Male,>50K
41,14,Exec-managerial,Male,>50K
29,9,Sales,Male,<=50K
38,9,Exec-managerial,Male,<=50K
46,9,Exec-managerial,Female,>50K
42,14,Prof-specialty,Female,>50K
29,10,Sales,Female,<=50K
29,12,Adm-clerical,Male,<=50K
47,14,Prof-specialty,Female,<=50K
37,7,Craft-repair,Male,>50K
39,9,Farming-fishing,Male,<=50K
46,13,Sales,Female,>50K
28,12,Transport-moving,Male,<=50K
36,10,Farming-fishing,Male,>50K
39,9,Adm-clerical,Female,<=50K
44,10,Prof-specialty,Male,<=50K
60,9,Other-service,Male,<=50K
35,13,Exec-managerial,Female,>50K
59,13,Craft-repair,Male,>50K
21,10,Sales,Female,<=50K
22,12,Prof-specialty,Female,<=50K
33,9,Sales,Male,>50K
41,14,Prof-specialty,Male,<=50K
31,12,Other-service,Female,>50K
62,11,Other-service,Male,<=50K
43,9,Prof-specialty,Female,<=50K
28,13,Prof-specialty,Female,<=50K
42,9,Other-service,Female,<=50K
23,13,Prof-specialty,Female,<=50K
55,10,Adm-clerical,Male,>50K
19,7,Sales,Female,<=50K
23,9,Machine-op-inspct,Male,<=50K
41,9,Craft-repair,Female,<=50K
63,9,?,Male,<=50K
51,9,Handlers-cleaners,Female,<=50K
49,9,Transport-moving,Male,<=50K
29,14,Prof-specialty,Female,<=50K
17,7,Handlers-cleaners,Male,<=50K
42,14,Exec-managerial,Male,>50K
21,7,Tech-support,Female,<=50K
26,10,Transport-moving,Male,<=50K
24,10,Prof-specialty,Male,<=50K
30,13,Exec-managerial,Male,>50K
19,9,Handlers-cleaners,Male,<=50K
65,4,Other-service,Female,<=50K
52,10,Tech-support,Male,>50K
17,6,Handlers-cleaners,Male,<=50K
27,9,Other-service,Male,<=50K
53,15,Prof-specialty,Female,<=50K
24,13,Sales,Female,<=50K
37,10,Craft-repair,Male,>50K
34,11,Adm-clerical,Female,<=50K
49,9,Craft-repair,Male,>50K
86,14,Adm-clerical,Female,<=50K
43,7,Handlers-cleaners,Male,<=50K
47,10,Exec-managerial,Female,<=50K
32,9,Transport-moving,Male,>50K
30,11,Farming-fishing,Male,<=50K
25,9,Craft-repair,Male,<=50K
42,13,Sales,Male,>50K
60,10,Craft-repair,Male,<=50K
39,10,Protective-serv,Male,>50K
26,6,Craft-repair,Male,<=50K
27,10,Adm-clerical,Female,<=50K
59,10,Prof-specialty,Male,<=50K
64,9,Farming-fishing,Male,<=50K
51,10,Sales,Female,>50K
39,4,Machine-op-inspct,Female,<=50K
30,9,?,Male,<=50K
47,14,Prof-specialty,Male,>50K
32,14,Exec-managerial,Male,>50K
24,12,Adm-clerical,Female,<=50K
23,9,Sales,Male,<=50K
62,9,Other-service,Male,<=50K
48,10,?,Female,<=50K
62,8,?,Male,<=50K
35,13,Craft-repair,Male,<=50K
27,13,Prof-specialty,Male,<=50K
49,10,Machine-op-inspct,Female,<=50K
18,6,Sales,Male,<=50K
19,10,Other-service,Female,<=50K
63,12,Sales,Male,>50K
54,9,Other-service,Female,<=50K
24,10,Prof-specialty,Female,>50K
61,6,Transport-moving,Male,>50K
50,9,Sales,Male,>50K
36,13,Sales,Male,>50K
21,10,Adm-clerical,Male,<=50K
30,10,Exec-managerial,Male,<=50K
33,10,Adm-clerical,Female,<=50K
39,9,Machine-op-inspct,Male,>50K
42,9,Craft-repair,Male,>50K
47,9,?,Male,<=50K
42,13,Transport-moving,Male,<=50K
29,13,Exec-managerial,Male,<=50K
35,13,Sales,Male,<=50K
23,10,Other-service,Female,<=50K
28,10,Craft-repair,Male,<=50K
34,9,Adm-clerical,Female,<=50K
40,10,Adm-clerical,Female,<=50K
67,9,Other-service,Female,<=50K
49,9,Other-service,Male,<=50K
34,9,Adm-clerical,Female,<=50K
60,13,?,Male,<=50K
25,9,Machine-op-inspct,Male,<=50K
56,9,Farming-fishing,Male,<=50K
28,13,Sales,Male,<=50K
31,13,Exec-managerial,Male,<=50K
45,9,Adm-clerical,Female,<=50K
39,14,Prof-specialty,Female,<=50K
19,9,Sales,Male,<=50K
23,8,Adm-clerical,Male,<=50K
23,4,Craft-repair,Male,<=50K
33,15,Prof-specialty,Male,>50K
35,13,Handlers-cleaners,Female,<=50K
58,9,Craft-repair,Male,<=50K
61,9,Craft-repair,Male,>50K
38,7,Craft-repair,Male,<=50K
41,13,Exec-managerial,Male,>50K
27,5,?,Female,<=50K
19,7,Transport-moving,Male,<=50K
22,10,Handlers-cleaners,Male,<=50K
59,12,Exec-managerial,Female,<=50K
31,8,Craft-repair,Male,<=50K
18,7,Handlers-cleaners,Male,<=50K
20,10,Sales,Female,<=50K
28,9,Transport-moving,Male,<=50K
28,10,Other-service,Female,<=50K
49,13,Exec-managerial,Male,<=50K
38,9,Protective-serv,Male,>50K
19,9,Sales,Male,<=50K
41,10,Adm-clerical,Female,<=50K
50,14,Exec-managerial,Male,>50K
46,13,Adm-clerical,Male,<=50K
20,10,Farming-fishing,Male,<=50K
45,13,Exec-managerial,Male,>50K
28,10,Exec-managerial,Female,<=50K
37,10,Other-service,Female,<=50K
66,9,Handlers-cleaners,Male,<=50K
35,10,?,Female,<=50K
38,13,Adm-clerical,Female,>50K
25,7,Handlers-cleaners,Male,<=50K
56,10,Craft-repair,Female,<=50K
47,14,Exec-managerial,Male,<=50K
55,13,Exec-managerial,Male,>50K
41,12,Protective-serv,Male,<=50K
47,10,Sales,Male,>50K
41,13,Sales,Male,<=50K
21,10,Sales,Female,<=50K
52,9,Sales,Male,<=50K
46,7,Handlers-cleaners,Male,>50K
21,10,?,Male,<=50K
35,13,Prof-specialty,Male,<=50K
29,9,Adm-clerical,Female,<=50K
35,9,Craft-repair,Male,<=50K
46,13,Sales,Male,>50K
70,9,?,Male,<=50K
34,10,Craft-repair,Male,<=50K
21,11,Machine-op-inspct,Male,<=50K
29,9,Farming-fishing,Male,<=50K
41,14,Exec-managerial,Male,>50K
51,9,Sales,Male,<=50K
22,9,Adm-clerical,Female,<=50K
47,13,Exec-managerial,Male,<=50K
19,9,Other-service,Female,<=50K
23,10,Handlers-cleaners,Male,<=50K
49,9,Craft-repair,Male,<=50K
58,13,Prof-specialty,Female,<=50K
41,13,Adm-clerical,Male,>50K
50,13,Tech-support,Male,>50K
77,9,Adm-clerical,Female,<=50K
27,11,Other-service,Male,<=50K
29,9,Craft-repair,Male,<=50K
54,1,Craft-repair,Male,<=50K
39,10,Prof-specialty,Female,<=50K
32,10,Tech-support,Male,<=50K
36,13,Prof-specialty,Male,<=50K
24,13,Prof-specialty,Female,<=50K
32,9,Farming-fishing,Male,<=50K
26,13,Exec-managerial,Female,<=50K
49,13,?,Female,<=50K
38,11,Prof-specialty,Male,<=50K
31,10,Exec-managerial,Male,>50K
38,9,Craft-repair,Male,<=50K
50,10,Sales,Male,>50K
18,7,Handlers-cleaners,Male,<=50K
59,14,Sales,Male,<=50K
56,10,Craft-repair,Male,>50K
34,9,Adm-clerical,Male,<=50K
32,13,Prof-specialty,Male,<=50K
29,13,Other-service,Male,<=50K
29,10,?,Male,<=50K
42,13,Tech-support,Male,>50K
37,10,Other-service,Female,<=50K
36,9,Exec-managerial,Female,<=50K
59,14,Exec-managerial,Female,>50K
52,9,Protective-serv,Male,>50K
29,9,Other-service,Male,<=50K
39,10,Adm-clerical,Male,<=50K
43,9,Other-service,Female,<=50K
19,10,Other-service,Female,<=50K
60,11,Exec-managerial,Male,>50K
75,10,Prof-specialty,Female,<=50K
24,10,Adm-clerical,Male,<=50K
58,9,Transport-moving,Male,<=50K
21,14,Transport-moving,Male,<=50K
28,9,Protective-serv,Male,<=50K
40,6,Machine-op-inspct,Male,<=50K
45,9,Transport-moving,Male,<=50K
41,10,Craft-repair,Female,<=50K
58,9,Exec-managerial,Female,<=50K
26,9,Sales,Male,<=50K
29,12,Sales,Male,<=50K
45,14,Prof-specialty,Female,<=50K
23,12,Other-service,Male,<=50K
39,9,Adm-clerical,Female,<=50K
22,9,Handlers-cleaners,Male,<=50K
67,4,?,Male,<=50K
28,9,Adm-clerical,Male,<=50K
23,10,Other-service,Female,<=50K
33,9,Other-service,Male,<=50K
37,11,Tech-support,Male,<=50K
19,10,Adm-clerical,Female,<=50K
90,2,?,Female,<=50K
35,7,Farming-fishing,Male,<=50K
62,4,Tech-support,Female,<=50K
20,10,?,Female,<=50K
25,9,Other-service,Male,<=50K
21,9,Craft-repair,Male,<=50K
32,10,Other-service,Male,<=50K
70,9,Adm-clerical,Female,<=50K
57,7,Craft-repair,Male,<=50K
31,10,Craft-repair,Male,<=50K
37,13,Exec-managerial,Male,>50K
34,9,Other-service,Female,<=50K
26,10,Farming-fishing,Male,<=50K
44,10,Sales,Male,<=50K
66,4,Craft-repair,Male,<=50K
39,9,Craft-repair,Female,<=50K
31,9,Machine-op-inspct,Male,>50K
53,11,Tech-support,Male,>50K
36,9,Machine-op-inspct,Female,<=50K
61,5,Craft-repair,Male,<=50K
43,13,Sales,Male,>50K
38,10,Exec-managerial,Male,<=50K
26,9,Adm-clerical,Male,<=50K
27,9,Handlers-cleaners,Male,<=50K
58,5,Other-service,Female,<=50K
37,9,Adm-clerical,Female,<=50K
56,4,Craft-repair,Male,<=50K
36,10,Exec-managerial,Male,>50K
29,9,Craft-repair,Male,<=50K
28,6,Transport-moving,Male,<=50K
61,16,Prof-specialty,Male,>50K
66,5,Farming-fishing,Male,>50K
21,12,Other-service,Female,<=50K
26,9,Transport-moving,Male,<=50K
21,10,Craft-repair,Male,<=50K
33,9,Machine-op-inspct,Male,<=50K
33,9,Other-service,Female,<=50K
82,4,Farming-fishing,Male,<=50K
34,16,Prof-specialty,Female,>50K
29,13,Exec-managerial,Male,>50K
19,10,Other-service,Female,<=50K
57,9,Exec-managerial,Male,<=50K
27,10,Handlers-cleaners,Male,<=50K
33,9,Craft-repair,Male,<=50K
43,10,Adm-clerical,Male,>50K
72,10,Tech-support,Female,<=50K
68,9,Sales,Male,<=50K
29,9,Adm-clerical,Female,<=50K
41,13,Prof-specialty,Male,<=50K
30,9,Protective-serv,Male,<=50K
54,3,Other-service,Female,<=50K
39,13,?,Female,>50K
41,11,Prof-specialty,Male,>50K
48,9,Adm-clerical,Female,<=50K
66,4,Farming-fishing,Male,<=50K
25,13,Sales,Female,<=50K
22,10,?,Female,<=50K
31,15,Prof-specialty,Male,>50K
43,9,Exec-managerial,Female,<=50K
42,10,Transport-moving,Female,<=50K
20,9,Other-service,Male,<=50K
40,13,Prof-specialty,Male,>50K
65,9,Adm-clerical,Female,<=50K
53,13,Prof-specialty,Male,>50K
38,9,?,Male,<=50K
44,14,Exec-managerial,Male,>50K
22,12,Prof-specialty,Female,<=50K
41,10,Protective-serv,Male,<=50K
48,11,Exec-managerial,Female,>50K
52,4,Other-service,Female,<=50K
45,13,Exec-managerial,Male,>50K
29,5,Machine-op-inspct,Male,<=50K
41,10,Other-service,Male,<=50K
38,10,Exec-managerial,Male,<=50K
32,10,Prof-specialty,Female,>50K
37,9,Other-service,Male,<=50K
55,6,Machine-op-inspct,Male,<=50K
62,9,Transport-moving,Male,<=50K
48,9,Machine-op-inspct,Male,<=50K
43,10,Exec-managerial,Male,>50K
25,9,Sales,Male,<=50K
47,9,Other-service,Female,<=50K
49,13,Farming-fishing,Male,<=50K
55,9,Other-service,Male,<=50K
42,9,Adm-clerical,Female,<=50K
40,9,Adm-clerical,Male,<=50K
34,11,Exec-managerial,Male,<=50K
38,9,Sales,Female,<=50K
39,9,Craft-repair,Male,>50K
45,12,Craft-repair,Female,<=50K
43,12,Sales,Male,<=50K
32,9,Exec-managerial,Female,<=50K
18,10,Other-service,Female,<=50K
27,14,Prof-specialty,Male,<=50K
57,12,Tech-support,Female,<=50K
38,9,Adm-clerical,Female,<=50K
67,13,Prof-specialty,Male,>50K
26,7,Other-service,Female,<=50K
21,9,Machine-op-inspct,Male,<=50K
17,6,Other-service,Male,<=50K
31,9,Craft-repair,Male,<=50K
51,12,Sales,Male,<=50K
29,13,Exec-managerial,Male,>50K
28,13,Craft-repair,Male,>50K
32,12,Prof-specialty,Male,>50K
26,10,Handlers-cleaners,Male,>50K
28,13,Prof-specialty,Female,<=50K
40,14,Prof-specialty,Female,<=50K
51,4,Handlers-cleaners,Male,<=50K
62,10,Transport-moving,Male,<=50K
54,6,Machine-op-inspct,Male,<=50K
55,9,Other-service,Female,<=50K
24,9,Handlers-cleaners,Male,<=50K
27,14,Adm-clerical,Male,<=50K
18,9,Transport-moving,Male,<=50K
21,9,Sales,Female,<=50K
44,10,Sales,Male,>50K
50,14,?,Male,>50K
38,13,Prof-specialty,Male,>50K
39,13,Prof-specialty,Male,>50K
27,9,Craft-repair,Male,<=50K
35,7,Craft-repair,Male,<=50K
60,10,Other-service,Male,<=50K
38,9,Machine-op-inspct,Male,<=50K
37,10,Handlers-cleaners,Male,<=50K
43,10,Adm-clerical,Female,<=50K
49,10,Adm-clerical,Female,<=50K
17,6,Other-service,Female,<=50K
32,9,Other-service,Male,<=50K
23,13,Prof-specialty,Female,<=50K
25,13,Adm-clerical,Female,<=50K
46,7,Other-service,Male,<=50K
29,13,Prof-specialty,Female,<=50K
44,14,Exec-managerial,Male,>50K
60,15,Sales,Male,>50K
30,11,Protective-serv,Female,<=50K
24,10,Sales,Female,<=50K
17,6,Other-service,Female,<=50K
76,7,?,Female,<=50K
31,12,Tech-support,Female,<=50K
52,10,Craft-repair,Male,>50K
39,13,Exec-managerial,Female,<=50K
73,13,Sales,Male,>50K
38,9,Other-service,Female,<=50K
48,9,Other-service,Female,<=50K
60,6,Sales,Female,<=50K
26,9,Transport-moving,Male,<=50K
20,9,Other-service,Male,<=50K
54,16,Exec-managerial,Female,>50K
50,9,Other-service,Male,<=50K
20,10,Adm-clerical,Female,<=50K
23,10,Adm-clerical,Male,<=50K
35,11,Craft-repair,Male,>50K
43,6,Machine-op-inspct,Male,<=50K
50,9,Adm-clerical,Male,<=50K
58,2,Farming-fishing,Male,<=50K
55,12,Adm-clerical,Male,<=50K
29,13,Exec-managerial,Male,>50K
47,10,Machine-op-inspct,Female,<=50K
39,9,Prof-specialty,Female,<=50K
63,9,Adm-clerical,Female,>50K
27,9,Transport-moving,Male,<=50K
62,7,?,Female,<=50K
38,10,Exec-managerial,Female,<=50K
25,9,Handlers-cleaners,Male,<=50K
31,9,Other-service,Male,<=50K
40,10,Adm-clerical,Female,<=50K
42,16,Prof-specialty,Male,<=50K
52,9,Sales,Male,>50K
46,13,Adm-clerical,Male,>50K
31,10,Other-service,Female,<=50K
33,9,Other-service,Female,<=50K
58,9,Adm-clerical,Female,<=50K
54,13,Sales,Male,>50K
28,9,Craft-repair,Male,<=50K
24,4,Craft-repair,Male,<=50K
39,13,Exec-managerial,Female,<=50K
60,10,Tech-support,Male,<=50K
22,9,Other-service,Female,<=50K
27,13,Exec-managerial,Female,<=50K
35,13,Sales,Male,>50K
47,13,Prof-specialty,Male,<=50K
33,13,Prof-specialty,Female,>50K
40,13,Exec-managerial,Male,>50K
26,12,Craft-repair,Female,<=50K
54,13,Sales,Male,>50K
39,13,Machine-op-inspct,Male,<=50K
60,4,Machine-op-inspct,Male,<=50K
32,14,Exec-managerial,Female,<=50K
19,10,Adm-clerical,Female,<=50K
49,9,?,Male,<=50K
31,7,Adm-clerical,Female,<=50K
29,9,Sales,Female,<=50K
39,9,Sales,Female,<=50K
26,9,Other-service,Female,<=50K
27,11,Exec-managerial,Male,<=50K
52,5,Adm-clerical,Female,<=50K
50,10,Other-service,Female,<=50K
51,9,Machine-op-inspct,Male,>50K
51,9,Adm-clerical,Male,>50K
40,9,Sales,Male,>50K
61,4,Farming-fishing,Male,<=50K
35,9,Craft-repair,Male,<=50K
41,9,?,Female,<=50K
31,14,Exec-managerial,Male,>50K
20,9,Handlers-cleaners,Male,<=50K
35,10,Craft-repair,Male,<=50K
51,9,Handlers-cleaners,Male,>50K
39,14,Exec-managerial,Male,>50K
69,5,Farming-fishing,Male,<=50K
21,10,Sales,Male,<=50K
24,13,Tech-support,Male,<=50K
55,9,Other-service,Male,<=50K
42,9,Craft-repair,Male,<=50K
48,7,Other-service,Female,<=50K
31,13,Tech-support,Female,<=50K
52,11,Exec-managerial,Male,>50K
30,10,Other-service,Female,<=50K
29,9,Craft-repair,Male,<=50K
32,10,Handlers-cleaners,Male,<=50K
56,5,Craft-repair,Male,<=50K
40,10,Transport-moving,Male,<=50K
20,10,Prof-specialty,Female,<=50K
36,10,Craft-repair,Male,<=50K
45,13,Prof-specialty,Male,<=50K
38,5,Adm-clerical,Male,<=50K
60,15,Prof-specialty,Male,>50K
70,14,Exec-managerial,Male,<=50K
21,10,Other-service,Female,<=50K
57,9,Adm-clerical,Female,<=50K
33,9,Machine-op-inspct,Male,<=50K
28,7,Adm-clerical,Female,<=50K
32,10,Craft-repair,Male,<=50K
18,7,Handlers-cleaners,Male,<=50K
45,10,Prof-specialty,Female,<=50K
22,9,Adm-clerical,Female,<=50K
38,13,Machine-op-inspct,Female,<=50K
37,11,Prof-specialty,Female,<=50K
23,13,Farming-fishing,Male,<=50K
59,4,Craft-repair,Male,<=50K
18,9,Adm-clerical,Male,<=50K
30,13,Sales,Female,<=50K
50,10,Sales,Male,>50K
63,7,?,Male,<=50K
